"Time","adservice-6b4979fd86-tnxvz","adservice-6fd97c5f66-85vlz","cartservice-56464cbd57-mmb44","cartservice-88fdf8db5-2wr56","checkoutservice-57ff9b6f6f-chntd","checkoutservice-77bcb7ccc7-f46zn","currencyservice-758cffcb79-mmx4m","currencyservice-84f9ccd67-rjh2b","emailservice-6b8c7568f6-sq8lf","emailservice-f56d9cccb-zbwv5","frontend-544d59f594-bp5hp","frontend-7b6c847994-j72tz","loadgenerator-56c4cd7887-r425m","loadgenerator-64d987f766-wkpjd","paymentservice-584488cb95-kxs6t","paymentservice-fdb87db6c-n75xr","productcatalogservice-579f77468b-lf649","productcatalogservice-68f4dbd84b-6jhgk","recommendationservice-564896d75f-4djl7","recommendationservice-75cdbfb85f-tbx68","redis-cart-689d957757-xs562","redis-cart-7fc544db85-mk6rh","shippingservice-79d4cfc86c-8h4z5","shippingservice-8f959b975-tfj6s"
2024-05-29 14:38:16,0.0363,0.000449,0.000652,0.0599,0.0000155,0.0288,0.000157,0.109,0.000174,0.0146,0.0496,0.0000418,0.00129,0.0402,0.0658,0.0000599,0.0000313,0.0272,0.0293,0.000239,0.000158,0.00428,0.0134,0.0000280
2024-05-29 14:38:18,0.0365,0.000435,0.000621,0.0603,0.0000141,0.0290,0.000148,0.110,0.000164,0.0147,0.0499,0.0000399,0.00129,0.0406,0.0662,0.0000569,0.0000292,0.0274,0.0295,0.000226,0.000142,0.00431,0.0135,0.0000258
2024-05-29 14:38:20,0.0368,0.000430,0.000590,0.0653,0.0000127,0.0292,0.000139,0.111,0.000154,0.0148,0.0503,0.0000352,0.00126,0.0409,0.0667,0.0000539,0.0000272,0.0291,0.0297,0.000214,,0.00434,0.0136,
2024-05-29 14:38:22,0.0370,0.000416,0.000862,0.0657,,0.0316,0.000129,0.114,0.000144,0.0149,0.0506,0.0000352,0.00122,0.0413,0.0672,0.0000509,0.0000251,0.0293,0.0299,0.000201,,0.00437,0.0137,
2024-05-29 14:38:24,0.0373,0.000402,0.000816,0.0662,,0.0318,0.000120,0.115,0.000134,0.0158,0.0510,0.0000438,0.00119,0.0417,0.0677,0.0000479,0.0000230,0.0295,0.0301,0.000189,,0.00440,0.0138,
2024-05-29 14:38:26,0.0376,0.000388,0.000771,0.0667,,0.0320,0.000110,0.116,0.000124,0.0159,0.0546,0.0000413,0.00115,0.0420,0.0700,0.0000449,,0.0297,0.0303,0.000176,,0.00443,0.0145,
2024-05-29 14:38:28,0.0378,0.000374,0.000725,0.0671,,0.0322,,0.116,,0.0160,0.0549,0.0000387,0.00118,0.0424,0.0705,0.0000472,,0.0299,0.0306,0.000164,,0.00446,0.0146,
2024-05-29 14:38:30,0.0381,0.000360,0.000679,0.0676,,0.0325,,0.117,,0.0162,0.0553,0.0000361,0.00114,0.0452,0.0710,0.0000439,,0.0301,0.0308,,,0.00449,0.0147,
2024-05-29 14:38:32,0.0384,0.000289,0.000633,0.0681,,0.0327,,0.118,,0.0163,0.0557,0.0000335,0.00111,0.0456,0.0716,0.0000406,,0.0304,0.0310,,,0.00436,0.0148,
2024-05-29 14:38:34,0.0386,0.000289,,0.0685,,0.0329,,0.119,,0.0170,0.0561,0.0000309,0.00107,0.0460,0.0721,0.0000373,,0.0296,0.0300,,,0.00474,0.0149,
2024-05-29 14:38:36,0.0389,0.000336,,0.0668,,0.0331,,0.116,,0.0171,0.0565,0.0000284,0.00104,0.0463,0.0726,0.0000339,,0.0296,0.0340,,,0.00477,0.0150,
2024-05-29 14:38:38,0.0268,0.000321,,0.0727,,0.0360,,0.124,,0.0173,0.0568,,0.00100,0.0467,0.0731,,,0.0339,0.0342,,,0.00479,0.0151,
2024-05-29 14:38:40,0.0274,0.000306,,0.0732,,0.0364,,0.125,,0.0174,0.0556,,0.000872,0.0471,0.0736,,,0.0342,0.0344,,,0.00479,0.0163,
2024-05-29 14:38:42,0.0274,0.000291,,0.0738,,0.0366,,0.126,,0.0175,0.0556,,0.000840,0.0475,0.0716,,,0.0344,0.0328,,,0.00480,0.0164,
2024-05-29 14:38:44,0.0274,0.000276,,0.0743,,0.0369,,0.127,,0.0176,0.0634,,0.000807,0.0498,0.0787,,,0.0347,0.0328,,,0.00496,0.0165,
2024-05-29 14:38:46,0.0274,0.000261,,0.0748,,0.0371,,0.128,,0.0185,0.0639,,0.000775,0.0502,0.0793,,,0.0349,0.0328,,,0.00496,0.0166,
2024-05-29 14:38:48,0.0274,0.000247,,0.0753,,0.0374,,0.131,,0.0169,0.0643,,0.000743,0.0506,0.0798,,,0.0352,0.0328,,,0.00496,0.0167,
2024-05-29 14:38:50,0.0274,0.000246,,0.0758,,0.0377,,0.132,,0.0169,0.0647,,0.000711,0.0510,0.0804,,,0.0354,0.0328,,,0.00496,0.0168,
2024-05-29 14:38:52,0.0272,0.000231,,0.0758,,0.0400,,0.132,,0.0169,0.0653,,0.000514,0.0514,0.0809,,,0.0374,0.0365,,,0.00498,0.0178,
2024-05-29 14:38:54,0.0286,0.000215,,0.0789,,0.0403,,0.132,,0.0169,0.0657,,0.000614,0.0518,0.0811,,,0.0376,0.0368,,,0.00514,0.0179,
2024-05-29 14:38:56,0.0286,0.000200,,0.0789,,0.0406,,0.132,,0.0169,0.0662,,0.000583,0.0546,0.0811,,,0.0379,0.0380,,,0.00514,0.0180,
2024-05-29 14:38:58,0.0286,0.000185,,0.0798,,0.0408,,0.136,,0.0178,0.0666,,0.000552,0.0550,0.0811,,,0.0382,0.0380,,,0.00530,0.0180,
2024-05-29 14:39:00,0.0286,0.000169,,0.0816,,0.0411,,0.137,,0.0178,0.0715,,0.000521,0.0554,0.0784,,,0.0385,0.0380,,,0.00530,0.0183,
2024-05-29 14:39:02,0.0286,,,0.0821,,0.0433,,0.138,,0.0178,0.0720,,0.000490,0.0558,0.0805,,,0.0388,0.0380,,,0.00530,0.0191,
2024-05-29 14:39:04,0.0282,,,0.0826,,0.0436,,0.133,,0.0186,0.0724,,0.000459,0.0562,0.0871,,,0.0390,0.0397,,,0.00530,0.0193,
2024-05-29 14:39:06,0.0282,,,0.0826,,0.0439,,0.132,,0.0186,0.0730,,0.000446,0.0566,0.0871,,,0.0382,0.0397,,,0.00530,0.0194,
2024-05-29 14:39:08,0.0282,,,0.0826,,0.0441,,0.141,,0.0186,0.0735,,0.000414,0.0571,0.0871,,,0.0382,0.0397,,,0.00530,0.0195,
2024-05-29 14:39:10,0.0302,,,0.0800,,0.0445,,0.145,,0.0186,0.0740,,0.000382,0.0575,0.0871,,,0.0424,0.0397,,,0.00546,0.0197,
2024-05-29 14:39:12,0.0302,,,0.0834,,0.0449,,0.146,,0.0186,0.0745,,0.000351,0.0560,0.0898,,,0.0427,0.0413,,,0.00546,0.0198,
2024-05-29 14:39:14,0.0302,,,0.0834,,0.0462,,0.147,,0.0194,0.0750,,0.000319,0.0617,0.0904,,,0.0430,0.0413,,,0.00557,0.0199,
2024-05-29 14:39:16,0.0298,,,0.0856,,0.0466,,0.148,,0.0202,0.0789,,0.000287,0.0621,0.0923,,,0.0433,0.0413,,,0.00557,0.0200,
2024-05-29 14:39:18,0.0298,,,0.0856,,0.0469,,0.149,,0.0202,0.0795,,,0.0626,0.0930,,,0.0435,0.0434,,,0.00557,0.0207,
2024-05-29 14:39:20,0.0298,,,0.0856,,0.0472,,0.149,,0.0202,0.0800,,,0.0630,0.0935,,,0.0440,0.0434,,,0.00557,0.0210,
2024-05-29 14:39:22,0.0298,,,0.0856,,0.0475,,0.149,,0.0202,0.0806,,,0.0634,0.0935,,,0.0460,0.0434,,,0.00575,0.0211,
2024-05-29 14:39:24,0.0298,,,0.0856,,0.0478,,0.152,,0.0202,0.0811,,,0.0639,0.0935,,,0.0463,0.0447,,,0.00587,0.0213,
2024-05-29 14:39:26,0.0308,,,0.0886,,0.0480,,0.152,,0.0202,0.0817,,,0.0643,0.0935,,,0.0466,0.0464,,,0.00587,0.0214,
2024-05-29 14:39:28,0.0308,,,0.0886,,0.0486,,0.157,,0.0202,0.0822,,,0.0648,0.0962,,,0.0469,0.0464,,,0.00587,0.0216,
2024-05-29 14:39:30,0.0308,,,0.0886,,0.0474,,0.158,,0.0208,0.0863,,,0.0677,0.0969,,,0.0472,0.0483,,,0.00587,0.0217,
2024-05-29 14:39:32,0.0324,,,0.0913,,0.0519,,0.159,,0.0208,0.0865,,,0.0666,0.0970,,,0.0474,0.0483,,,0.00587,0.0229,
2024-05-29 14:39:34,0.0324,,,0.0913,,0.0523,,0.160,,0.0228,0.0875,,,0.0666,0.0937,,,0.0498,0.0483,,,0.00587,0.0230,
2024-05-29 14:39:36,0.0324,,,0.0913,,0.0526,,0.163,,0.0228,0.0881,,,0.0666,0.100,,,0.0501,0.0483,,,0.00607,0.0231,
2024-05-29 14:39:38,0.0324,,,0.0913,,0.0530,,0.163,,0.0228,0.0887,,,0.0666,0.103,,,0.0505,0.0483,,,0.00622,0.0231,
2024-05-29 14:39:40,0.0319,,,0.0913,,0.0533,,0.163,,0.0228,0.0893,,,0.0666,0.103,,,0.0508,0.0483,,,0.00622,0.0235,
2024-05-29 14:39:42,0.0319,,,0.0913,,0.0537,,0.163,,0.0228,0.0899,,,0.0666,0.104,,,0.0512,0.0500,,,0.00622,0.0237,
2024-05-29 14:39:44,0.0319,,,0.0881,,0.0542,,0.167,,0.0228,0.0904,,,0.0666,0.105,,,0.0515,0.0515,,,0.00622,0.0245,
2024-05-29 14:39:46,0.0319,,,0.102,,0.0546,,0.168,,0.0228,0.0951,,,0.0669,0.106,,,0.0534,0.0532,,,0.00622,0.0246,
2024-05-29 14:39:48,0.0325,,,0.102,,0.0567,,0.169,,0.0234,0.0958,,,0.0725,0.108,,,0.0538,0.0532,,,0.00622,0.0248,
2024-05-29 14:39:50,0.0336,,,0.102,,0.0571,,0.169,,0.0251,0.0965,,,0.0725,0.108,,,0.0542,0.0532,,,0.00622,0.0250,
2024-05-29 14:39:52,0.0336,,,0.102,,0.0575,,0.164,,0.0251,0.0971,,,0.0725,0.108,,,0.0545,0.0532,,,0.00643,0.0251,
2024-05-29 14:39:54,0.0348,,,0.102,,0.0579,,0.163,,0.0251,0.0978,,,0.0725,0.108,,,0.0549,0.0532,,,0.00659,0.0251,
2024-05-29 14:39:56,0.0348,,,0.102,,0.0583,,0.176,,0.0251,0.0985,,,0.0725,0.111,,,0.0553,0.0551,,,0.00659,0.0261,
2024-05-29 14:39:58,0.0348,,,0.102,,0.0600,,0.177,,0.0251,0.0991,,,0.0741,0.111,,,0.0556,0.0551,,,0.00659,0.0263,
2024-05-29 14:40:00,0.0348,,,0.102,,0.0604,,0.178,,0.0251,0.103,,,0.0764,0.114,,,0.0577,0.0551,,,0.00659,0.0265,
2024-05-29 14:40:02,0.0348,,,0.103,,0.0609,,0.178,,0.0251,0.103,,,0.0786,0.115,,,0.0581,0.0574,,,0.00659,0.0267,
2024-05-29 14:40:04,0.0348,,,0.108,,0.0613,,0.178,,0.0251,0.104,,,0.0786,0.115,,,0.0585,0.0574,,,0.00659,0.0268,
2024-05-29 14:40:06,0.0363,,,0.108,,0.0617,,0.178,,0.0256,0.105,,,0.0786,0.115,,,0.0589,0.0574,,,0.00659,0.0270,
2024-05-29 14:40:08,0.0363,,,0.108,,0.0621,,0.184,,0.0248,0.106,,,0.0786,0.115,,,0.0593,0.0587,,,0.00679,0.0272,
2024-05-29 14:40:10,0.0363,,,0.108,,0.0625,,0.185,,0.0276,0.106,,,0.0786,0.115,,,0.0595,0.0587,,,0.00658,0.0266,
2024-05-29 14:40:12,0.0363,,,0.108,,0.0625,,0.185,,0.0276,0.109,,,0.0786,0.120,,,0.0602,0.0587,,,0.00695,0.0283,
2024-05-29 14:40:14,0.0363,,,0.108,,0.0613,,0.185,,0.0276,0.110,,,0.0786,0.120,,,0.0589,0.0607,,,0.00695,0.0283,
2024-05-29 14:40:16,0.0363,,,0.110,,0.0657,,0.185,,0.0276,0.110,,,0.0833,0.120,,,0.0589,0.0607,,,0.00695,0.0288,
2024-05-29 14:40:18,0.0372,,,0.110,,0.0662,,0.185,,0.0276,0.111,,,0.0833,0.120,,,0.0634,0.0620,,,0.00695,0.0290,
2024-05-29 14:40:20,0.0361,,,0.110,,0.0666,,0.186,,0.0276,0.112,,,0.0833,0.120,,,0.0638,0.0620,,,0.00695,0.0291,
2024-05-29 14:40:22,0.0368,,,0.106,,0.0671,,0.189,,0.0276,0.113,,,0.0833,0.120,,,0.0643,0.0620,,,0.00714,0.0291,
2024-05-29 14:40:24,0.0368,,,0.115,,0.0675,,0.189,,0.0276,0.114,,,0.0833,0.120,,,0.0643,0.0620,,,0.00714,0.0291,
2024-05-29 14:40:26,0.0368,,,0.115,,0.0687,,0.189,,0.0285,0.117,,,0.0870,0.125,,,0.0643,0.0628,,,0.00727,0.0289,
2024-05-29 14:40:28,0.0368,,,0.115,,0.0687,,0.189,,0.0292,0.117,,,0.0870,0.125,,,0.0650,0.0648,,,0.00727,0.0289,
2024-05-29 14:40:30,0.0375,,,0.115,,0.0687,,0.189,,0.0292,0.117,,,0.0888,0.125,,,0.0670,0.0648,,,0.00727,0.0309,
2024-05-29 14:40:32,0.0375,,,0.118,,0.0693,,0.189,,0.0292,0.119,,,0.0888,0.125,,,0.0675,0.0648,,,0.00727,0.0310,
