"Time","adservice-6fd97c5f66-85vlz","adservice-84674696bd-dwm2q","cartservice-56464cbd57-mmb44","cartservice-d6c6b89c5-thm6z","checkoutservice-547698945f-kkq85","checkoutservice-57ff9b6f6f-chntd","currencyservice-6c79f6489c-xgcnj","currencyservice-758cffcb79-mmx4m","emailservice-6b8c7568f6-sq8lf","emailservice-7db8d45dbb-vjsbv","frontend-5b7bdb5976-5rlqp","frontend-7b6c847994-j72tz","loadgenerator-56c4cd7887-n5x68","loadgenerator-56c4cd7887-r425m","loadgenerator-675b588654-rrgkb","paymentservice-5c459c6b77-stvrx","paymentservice-fdb87db6c-n75xr","productcatalogservice-579f77468b-lf649","productcatalogservice-58f898d544-ppwqq","recommendationservice-75cdbfb85f-tbx68","recommendationservice-b44f7c66f-bhqth","redis-cart-5bbccd47f-kr6wf","redis-cart-689d957757-xs562","shippingservice-6d78c69fb9-wrrsf","shippingservice-8f959b975-tfj6s"
2024-05-29 14:06:20,0.0560,,0.0711,,,0.00531,,0.164,0.00260,,,0.124,,0.112,,,0.00823,0.0588,,0.0600,,,0.00660,,0.00949
2024-05-29 14:06:22,0.0560,,0.0731,,,0.00531,,0.164,0.00260,,,0.125,,0.113,,,0.00823,0.0592,,0.0600,,,0.00660,,0.00949
2024-05-29 14:06:24,0.0560,,0.0731,,,0.00573,,0.164,0.00260,,,0.126,,0.114,,,0.00823,0.0596,,0.0619,,,0.00660,,0.00949
2024-05-29 14:06:26,0.0563,,0.0731,,,0.00573,,0.164,0.00252,,,0.123,,0.115,,,0.00823,0.0600,,0.0619,,,0.00638,,0.00991
2024-05-29 14:06:28,0.0576,,0.0774,,,0.00573,,0.171,0.00250,,,0.131,,0.115,,,0.00795,0.0604,,0.0619,,,0.00676,,0.00995
2024-05-29 14:06:30,0.0580,,0.0774,,,0.00573,,0.172,0.00265,,,0.132,,0.116,,,0.00875,0.0609,,0.0619,,,0.00676,,0.0104
2024-05-29 14:06:32,0.0599,,0.0774,,,0.00573,,0.173,0.00267,,,0.133,,0.117,,,0.00875,0.0613,,0.0641,,,0.00676,,0.0104
2024-05-29 14:06:34,0.0599,,0.0789,,,0.00573,,0.173,0.00276,,,0.134,,0.118,,,0.00875,0.0637,,0.0641,,,0.00676,,0.0104
2024-05-29 14:06:36,0.0599,,0.0789,,,0.00601,,0.173,0.00276,,,0.135,,0.114,,,0.00875,0.0641,,0.0641,,,0.00702,,0.0104
2024-05-29 14:06:38,0.0599,,0.0789,,,0.00601,,0.173,0.00276,,,0.136,,0.125,,,0.00902,0.0646,,0.0661,,,0.00711,,0.0104
2024-05-29 14:06:40,0.0599,,0.0789,,,0.00630,,0.178,0.00276,,,0.137,,0.126,,,0.00932,0.0650,,0.0661,,,0.00711,,0.0107
2024-05-29 14:06:42,0.0579,,0.0789,,,0.00630,,0.180,0.00283,,,0.141,,0.126,,,0.00933,0.0652,,0.0687,,,0.00711,,0.0109
2024-05-29 14:06:44,0.0588,,0.0832,,,0.00630,,0.175,0.00283,,,0.142,,0.127,,,0.00933,0.0660,,0.0687,,,0.00711,,0.0110
2024-05-29 14:06:46,0.0588,,0.0832,,,0.00630,,0.183,0.00283,,,0.142,,0.127,,,0.00933,0.0664,,0.0687,,,0.00711,,0.0107
2024-05-29 14:06:48,0.0609,,0.0832,,,0.00630,,0.183,0.00283,,,0.144,,0.130,,,0.00933,0.0669,,0.0687,,,0.00711,,0.0113
2024-05-29 14:06:50,0.0609,,0.0806,,,0.00666,,0.183,0.00292,,,0.145,,0.130,,,0.00933,0.0652,,0.0701,,,0.00717,,0.0113
2024-05-29 14:06:52,0.0609,,0.0800,,,0.00666,,0.183,0.00292,,,0.146,,0.130,,,0.00933,0.0692,,0.0701,,,0.00717,,0.0113
