"Time","adservice-769c85bff-p5p4l","cartservice-57b6f4544-nndv9","checkoutservice-7744df487d-9p9wc","currencyservice-57c744564d-6dtkn","emailservice-58755f8b55-vqrwx","frontend-5bfd5c75f-4226p","loadgenerator-7b495c87ff-ndrlj","loadgenerator-7b495c87ff-zq277","paymentservice-747f5544b8-65w42","productcatalogservice-8ffc55d69-gg7lz","recommendationservice-756856df7b-6rzgz","redis-cart-69c467889f-5kh4g","shippingservice-8b5c9bb9b-4xhfd"
2024-05-29 11:42:16,3846,12042,12987,20779,1081,316590,,20152,1136,75366,9615,3088,3993
2024-05-29 11:42:18,3716,12042,12987,20764,1034,316590,,20152,1136,75366,9627,3088,3993
2024-05-29 11:42:20,3741,12042,12987,20764,1041,316590,,20152,1136,75366,9640,3088,3980
2024-05-29 11:42:22,3862,12042,12987,20764,1078,316590,,19325,1133,73202,9640,3088,3980
2024-05-29 11:42:24,3862,12042,12580,20798,1078,316590,,20072,1133,75494,9640,3088,3826
2024-05-29 11:42:26,3862,12042,12494,20798,1077,316590,,20072,1136,75494,9640,3082,3853
2024-05-29 11:42:28,3862,12038,12907,20798,1077,315795,,20028,1136,75494,9620,2970,3981
2024-05-29 11:42:30,3862,12038,12907,20798,1077,306569,,20028,1136,75494,9620,3077,3981
2024-05-29 11:42:32,3862,12038,12907,20822,1077,314742,,20028,1136,75494,9620,3077,3959
2024-05-29 11:42:34,3747,11623,12907,20822,1077,314742,,20028,1126,73218,9620,3077,3959
2024-05-29 11:42:36,3722,11978,12907,20009,1077,314742,,20028,1126,75338,9620,3077,3959
2024-05-29 11:42:38,3831,11978,12907,20147,1082,314742,,20028,1126,75338,9311,3077,3959
2024-05-29 11:42:40,3831,11976,12727,20793,1082,314742,,20028,1088,75202,9625,3077,3959
2024-05-29 11:42:42,3831,11976,12727,20793,1049,315531,,20057,1127,75202,9625,3071,3959
2024-05-29 11:42:44,3831,11976,12340,20793,1071,315531,,20018,1127,75202,9607,3071,3978
2024-05-29 11:42:46,3831,11983,12781,20793,1071,315531,,20018,1127,75202,9607,2938,3978
2024-05-29 11:42:48,3831,11983,12781,20105,1071,315531,,20018,1127,75202,9607,2958,3978
2024-05-29 11:42:50,3830,11983,12781,20704,1072,315531,,20018,1125,75147,9607,3063,3972
2024-05-29 11:42:52,3822,11983,12781,20704,1072,315531,,19986,1125,75147,9607,3063,3972
2024-05-29 11:42:54,3822,11983,12781,20704,1072,304607,,19986,1125,75147,9607,3063,3972
2024-05-29 11:42:56,3822,11974,12355,20640,1077,314542,,19986,1125,72582,9597,3063,3972
2024-05-29 11:42:58,3822,11974,12270,20640,1077,305132,,19986,1134,75076,9597,3054,3972
2024-05-29 11:43:00,3822,11935,12794,20640,1077,313931,,19986,1134,75076,9282,3054,3999
2024-05-29 11:43:02,3822,11935,12389,20640,1077,313931,,19938,1134,75272,9594,3054,3999
2024-05-29 11:43:04,3822,11935,12474,20640,1046,313931,,19938,1134,75272,9594,3054,3997
2024-05-29 11:43:06,3824,11935,12854,20640,1053,313931,,19938,1096,75272,9594,3047,3997
2024-05-29 11:43:08,3824,11935,12854,20651,1086,313931,,19907,1089,75413,9594,3047,3997
2024-05-29 11:43:10,3824,11935,12854,20691,1054,313931,,19907,1137,75413,9594,3047,3997
2024-05-29 11:43:12,3824,11455,12854,20691,1047,313033,,19907,1135,75413,9594,3047,3997
2024-05-29 11:43:14,3824,11885,12854,20691,1089,313347,,19902,1135,75413,9571,2954,3826
2024-05-29 11:43:16,3824,11885,12907,20691,1089,313347,,19902,1135,75197,9571,3055,3853
2024-05-29 11:43:18,3817,11445,12907,20691,1089,313347,,19902,1135,75197,9589,2950,3988
2024-05-29 11:43:20,3817,11931,12907,19859,1089,313347,,19902,1135,75197,9589,3048,3994
2024-05-29 11:43:22,3817,11931,12892,20670,1089,313347,,19902,1135,75197,9589,3048,3994
2024-05-29 11:43:24,3817,11931,12892,20670,1089,313347,,19946,1135,72883,9601,3048,3994
2024-05-29 11:43:26,3817,11931,12865,20670,1089,313770,,19946,1104,75212,9601,3048,3994
2024-05-29 11:43:28,3817,11931,12865,20670,1082,304536,,19946,1112,75212,9601,3049,3994
2024-05-29 11:43:30,3810,11931,12865,20670,1082,314188,,19946,1147,75365,9601,3049,3991
2024-05-29 11:43:32,3780,11930,12865,20670,1082,314188,,19272,1147,75365,9601,3049,3991
2024-05-29 11:43:34,3780,11904,13049,20670,1082,314188,,19923,1147,75365,9607,3049,3896
2024-05-29 11:43:36,3780,11904,13049,20670,1082,314188,,19923,1147,75365,9301,3048,4031
2024-05-29 11:43:38,3780,11904,13049,20670,1090,314188,,19923,1147,75365,9628,3048,4031
2024-05-29 11:43:40,3780,11904,13049,20632,1096,314062,,19188,1149,75365,9628,3048,4031
2024-05-29 11:43:42,3780,11904,12634,20632,1096,314062,,19950,1149,72669,9628,3048,4031
2024-05-29 11:43:44,3780,11929,12547,20632,1096,314062,,19950,1149,75384,9628,2952,4031
2024-05-29 11:43:46,3660,11929,13144,20632,1096,302541,,19950,1152,75384,9628,2932,3904
2024-05-29 11:43:48,3779,11929,13144,20632,1096,304630,,19950,1152,75384,9666,3055,4060
2024-05-29 11:43:50,3779,11989,13199,20632,1096,313343,,19950,1152,75384,9666,3055,4060
2024-05-29 11:43:52,3779,11989,13199,20632,1098,313343,,20072,1152,75384,9666,2963,4063
2024-05-29 11:43:54,3779,12029,13199,20632,1103,313343,,20072,1152,75384,9670,3055,4063
2024-05-29 11:43:56,3779,12029,13199,20636,1103,302930,,20072,1159,75384,9670,3055,4063
2024-05-29 11:43:58,3779,12029,13199,20611,1103,314360,,20072,1130,75458,9670,3055,4063
2024-05-29 11:44:00,3783,12029,13199,20611,1103,314360,,20082,1166,72908,9668,3055,4063
2024-05-29 11:44:02,3783,12029,12764,20611,1103,314360,,20082,1166,75600,9668,3055,4063
2024-05-29 11:44:04,3783,12029,13201,20611,1103,315086,,20082,1166,75600,9668,3063,4073
2024-05-29 11:44:06,3783,12029,13201,20611,1103,315086,,20082,1166,75600,9720,3063,4073
2024-05-29 11:44:08,3783,12065,13198,20611,1070,314864,,20082,1160,75837,9720,3063,4073
2024-05-29 11:44:10,3783,11697,13198,20634,1107,314864,,20222,1160,75837,9720,3077,4073
2024-05-29 11:44:12,3783,12059,13198,19987,1107,314864,,20222,1160,75837,9716,3077,4073
2024-05-29 11:44:14,3783,12059,13198,20725,1107,314864,,20337,1160,75837,9716,3077,4073
2024-05-29 11:44:16,3795,12059,13122,20725,1107,315523,,20337,1156,75690,9716,3077,4057
2024-05-29 11:44:18,3802,12059,13122,20725,1107,315523,,20337,1156,75690,9716,3077,4053
2024-05-29 11:44:20,3802,12059,13073,20725,1105,315523,,20337,1156,75690,9716,3079,4053
2024-05-29 11:44:22,3802,12059,13073,20725,1105,315523,,20337,1156,75809,9735,2970,4053
2024-05-29 11:44:24,3802,12055,13073,20725,1105,315788,,20287,1157,75809,9759,3080,4053
2024-05-29 11:44:26,3802,12055,13073,20834,1103,315788,,20287,1157,75809,9759,3080,4053
2024-05-29 11:44:28,3802,12086,13073,20834,1103,307091,,20287,1157,75809,9759,3080,4053
2024-05-29 11:44:30,3802,12086,13088,20834,1103,316245,,20311,1157,75809,9759,3080,4046
2024-05-29 11:44:32,3657,12086,12491,20075,1103,316245,,20311,1157,76024,9759,3080,4035
2024-05-29 11:44:34,3697,12086,12899,20771,1103,316245,,20311,1157,76024,9759,3067,4035
2024-05-29 11:44:36,3811,12086,12899,20771,1103,316245,,20311,1157,76024,9759,3067,4035
2024-05-29 11:44:38,3811,12086,12899,20771,1100,307395,,20311,1157,76024,9762,3067,4035
2024-05-29 11:44:40,3811,12080,12899,20771,1100,305287,,20311,1140,76024,9762,3062,4035
2024-05-29 11:44:42,3811,12054,12899,20771,1100,303179,,19554,1140,76024,9762,3062,4035
2024-05-29 11:44:44,3811,12054,12899,20823,1100,315899,,20359,1140,76024,9762,3062,4019
2024-05-29 11:44:46,3811,12054,12511,20823,1099,315899,,20414,1140,75998,9762,3062,4019
2024-05-29 11:44:48,3811,12054,12819,20823,1099,315899,,20414,1140,75998,9762,3075,4021
2024-05-29 11:44:50,3683,12054,12942,20856,1099,315899,,20414,1140,75998,9762,3075,4021
2024-05-29 11:44:52,3835,12055,12942,20856,1099,315899,,20414,1147,75998,9728,3078,4021
2024-05-29 11:44:54,3835,12055,12942,20856,1095,315899,,20414,1147,75998,9714,3078,4021
2024-05-29 11:44:56,3835,12034,12942,20886,1095,315899,,19522,1144,75768,9714,3078,4006
2024-05-29 11:44:58,3835,12034,12942,20886,1095,315899,,20288,1144,75768,9714,3078,4006
2024-05-29 11:45:00,3835,12034,12942,20886,1099,314559,,20288,1144,75690,9714,3066,4006
2024-05-29 11:45:02,3835,12034,12942,20886,1099,314559,,20411,1114,75690,9714,3066,3991
2024-05-29 11:45:04,3835,11985,12630,20877,1099,314559,,20411,1154,75690,9714,3066,3991
2024-05-29 11:45:06,3835,11985,13055,20877,1098,314559,,20411,1154,75690,9674,3066,3991
