"Time","adservice-66cdf5d799-qjcz9","cartservice-594d56988-6zw54","checkoutservice-678cdcb74b-gxdhc","currencyservice-65f5c47df6-57ktd","emailservice-57d8c6575f-l28zv","frontend-6b49fbfbff-tr2t9","loadgenerator-7c6fb64488-tjvqt","loadgenerator-7c6fb64488-vz2nl","paymentservice-dc6c9d6c6-4g7p8","productcatalogservice-5f999d9577-bdqw2","recommendationservice-6d849b6d76-kkqwm","redis-cart-855b76d469-tvvt6","shippingservice-5cb69d4cbd-khvz6"
2024-06-17 11:34:26,6824,17895,13488,26010,1285,523494,,37688,1153,114410,13117,4969,4569
2024-06-17 11:34:28,6824,17562,13488,26010,1285,527129,,37688,1125,115237,13117,4969,4569
2024-06-17 11:34:30,6824,17562,13488,25464,1285,545262,,37688,1165,115237,13117,4969,4569
2024-06-17 11:34:32,6618,17562,13488,25464,1244,545262,,37688,1165,112759,12763,4969,4569
2024-06-17 11:34:34,6531,17562,13488,25356,1248,545262,,37578,1165,112759,12763,4969,4569
2024-06-17 11:34:36,6531,17562,13201,25356,1254,529825,,36195,1165,112759,12763,4976,4555
2024-06-17 11:34:38,6531,17562,13201,25356,1254,529825,,36195,1165,112425,12732,4976,4555
2024-06-17 11:34:40,6531,17562,13201,25356,1254,529825,,36195,1165,112425,12732,4976,4555
2024-06-17 11:34:42,6417,17562,13201,25356,1254,529825,,36195,1127,110149,12732,4827,4555
2024-06-17 11:34:44,6417,16478,13201,25104,1254,529825,,36195,1120,110149,12438,4818,4416
2024-06-17 11:34:46,6417,16526,13201,23887,1254,526954,,36195,1119,110149,12438,4818,4416
2024-06-17 11:34:48,6417,16526,12925,24746,1254,515441,,36195,1119,110149,12438,4758,4416
2024-06-17 11:34:50,6266,16526,12925,24746,1196,515441,,35427,1119,103415,12438,4758,4285
2024-06-17 11:34:52,6266,16526,12925,24746,1204,515441,,34969,1119,106892,12438,4758,4285
2024-06-17 11:34:54,6266,16526,12544,24746,1204,515441,,34969,1119,106892,11594,4758,4285
2024-06-17 11:34:56,6266,16526,12544,24746,1204,506591,,34969,1119,104543,11988,4758,4228
2024-06-17 11:34:58,6128,16526,12544,24746,1204,497948,,34969,1044,104543,11988,4758,4228
2024-06-17 11:35:00,6128,16526,12544,23949,1204,497948,,34969,1066,104543,11609,4591,4228
2024-06-17 11:35:02,6128,16526,12544,24489,1204,497948,,34969,1066,104543,11684,4454,4228
2024-06-17 11:35:04,6128,15458,12544,24110,1204,497948,,31543,1066,104543,11684,4454,4228
2024-06-17 11:35:06,5883,15458,12049,24110,1122,497948,,32750,1066,104543,11684,4454,4122
2024-06-17 11:35:08,5883,15458,12049,24110,1157,485682,,32750,1066,100566,11684,4454,4122
2024-06-17 11:35:10,5883,15458,11861,24110,1135,485682,,32750,1066,100566,11684,4454,4122
2024-06-17 11:35:12,5883,15458,11861,24110,1135,476445,,32750,1066,100566,11296,4454,4058
2024-06-17 11:35:14,5693,15458,11861,23306,1135,476445,,32750,1066,96852,11296,4454,4058
2024-06-17 11:35:16,5770,15458,11861,23221,1135,476445,,32750,1036,98529,11296,4045,4058
2024-06-17 11:35:18,5770,15458,11861,23221,1135,457460,,32750,1000,98529,10922,4069,3945
2024-06-17 11:35:20,5770,15458,10902,23221,1126,457460,,32750,1027,98529,11126,4041,3945
2024-06-17 11:35:22,5576,14159,11308,23221,1126,457460,,31545,1027,98529,11126,4143,3945
2024-06-17 11:35:24,5576,14502,11308,23221,1047,457460,,31139,1027,94991,10698,4143,3945
2024-06-17 11:35:26,5576,14502,11308,23221,1084,457460,,31139,1027,94991,10698,4143,3945
2024-06-17 11:35:28,5576,14502,11202,23221,1084,451898,,31139,964,94991,10698,4143,3932
2024-06-17 11:35:30,5576,14502,11202,21463,1084,451898,,31139,995,94991,10698,4143,3625
2024-06-17 11:35:32,5402,14502,11202,21535,1084,403319,,31139,993,94991,10698,4121,3751
2024-06-17 11:35:34,5541,14502,11202,22368,1084,406115,,31139,993,94137,10617,4121,3751
2024-06-17 11:35:36,5041,14502,11202,22368,1072,419344,,28341,993,85431,10617,3915,3751
2024-06-17 11:35:38,5217,14502,11202,22368,1072,419344,,29352,993,88419,10017,3915,3751
2024-06-17 11:35:40,5217,13929,10275,22368,1072,419344,,28384,993,88419,10017,3915,3751
2024-06-17 11:35:42,5217,13929,10620,22368,1049,419344,,28998,993,88419,10017,3915,3734
2024-06-17 11:35:44,5217,13929,10584,22368,1049,406416,,28998,991,88419,10017,3915,3734
2024-06-17 11:35:46,5217,13929,10584,22368,1049,403621,,28998,922,88419,10017,3905,3734
2024-06-17 11:35:48,5217,13929,10584,21747,1049,416488,,28998,956,88315,10017,3905,3599
2024-06-17 11:35:50,5217,12959,10584,21909,1045,416488,,28998,956,88315,9679,3664,3599
2024-06-17 11:35:52,5217,12959,10584,21909,1045,397445,,28998,956,88315,9971,3664,3599
2024-06-17 11:35:54,4909,12959,10439,21909,1045,397445,,28853,956,83196,9971,3664,3597
2024-06-17 11:35:56,4909,12970,10439,21909,1007,397445,,26648,956,83196,9425,3664,3597
2024-06-17 11:35:58,4965,12970,9863,21909,1007,397445,,27581,956,83196,9425,3664,3597
2024-06-17 11:36:00,4965,12970,9863,21273,997,397445,,27581,923,83196,9425,3664,3597
2024-06-17 11:36:02,4965,12970,9863,21273,997,384031,,27581,946,83196,9425,3554,3597
2024-06-17 11:36:04,4965,12970,9863,21273,997,371054,,27581,939,80557,9425,3672,3555
2024-06-17 11:36:06,4965,12970,9863,21273,997,385278,,27581,939,83616,9425,3663,3555
2024-06-17 11:36:08,4965,13328,9863,20516,997,385278,,27543,939,83616,9425,3663,3555
2024-06-17 11:36:10,4965,13410,9873,21522,1013,385278,,27543,939,84417,9078,3663,3555
2024-06-17 11:36:12,5194,13410,10199,22402,1013,385278,,27543,939,87348,9876,3663,3555
2024-06-17 11:36:14,5037,13410,10199,22402,1013,399681,,28259,939,87348,9876,3689,3685
2024-06-17 11:36:16,5264,13410,10199,22402,1013,399681,,28259,939,87348,9876,3790,3685
2024-06-17 11:36:18,5264,13410,10199,22402,1013,399681,,28259,939,87921,9876,3790,3685
2024-06-17 11:36:20,5264,13410,10346,22528,1001,399681,,28259,973,87921,9876,3790,3572
2024-06-17 11:36:22,5264,13680,10346,22528,1032,403136,,28259,973,87921,9876,3790,3547
2024-06-17 11:36:24,5264,13680,10564,22528,1032,403136,,28359,973,87921,9876,3790,3710
2024-06-17 11:36:26,5264,13819,10564,22528,1032,407401,,28359,973,87921,9920,3815,3710
2024-06-17 11:36:28,5266,13819,10564,21843,1032,407401,,28359,973,88148,9965,3838,3710
2024-06-17 11:36:30,5266,13819,10564,22606,1036,407401,,28318,973,88671,9965,3838,3712
2024-06-17 11:36:32,5099,13819,10564,22791,1036,407401,,28318,975,88671,9965,3838,3712
2024-06-17 11:36:34,5387,13819,10564,22791,1036,407401,,28318,975,88671,9965,3838,3712
2024-06-17 11:36:36,5387,13819,10637,22791,1036,407401,,28318,975,88671,9965,3838,3742
2024-06-17 11:36:38,5387,13521,10726,22791,1027,391469,,28318,975,88671,9965,3838,3742
2024-06-17 11:36:40,5387,13521,10726,22791,1027,409031,,28318,975,89549,9965,3838,3742
2024-06-17 11:36:42,5226,13730,10726,22791,1027,409031,,27352,980,89549,10055,3892,3742
2024-06-17 11:36:44,5226,13730,10726,22791,1030,409031,,27656,980,83907,9379,3810,3742
2024-06-17 11:36:46,5226,13730,10726,21527,1030,409031,,27656,980,86661,9696,3810,3493
2024-06-17 11:36:48,5306,13730,9882,21607,1030,409031,,27656,980,86661,9696,3810,3615
2024-06-17 11:36:50,5306,13730,10215,22620,1030,393837,,27656,957,86661,9696,3810,3615
2024-06-17 11:36:52,5306,13730,10215,22620,1009,393837,,27656,957,87641,9778,3810,3615
2024-06-17 11:36:54,5306,13730,9884,22620,1009,399540,,27656,957,87641,9778,3810,3615
2024-06-17 11:36:56,5306,13314,10454,22620,1009,399540,,27865,957,87641,9778,3810,3615
2024-06-17 11:36:58,5089,13314,10454,22620,1009,399540,,27865,975,87641,9778,3325,3615
2024-06-17 11:37:00,5223,13314,10454,22620,1020,399540,,27865,975,87641,9778,3325,3615
2024-06-17 11:37:02,5223,13314,10454,22620,1020,399540,,26619,932,83767,8749,3678,3615
2024-06-17 11:37:04,5223,13314,10454,22620,987,399540,,26619,932,85172,8809,3678,3350
2024-06-17 11:37:06,5223,13314,9998,22405,987,382025,,26619,932,85172,9088,3678,3561
2024-06-17 11:37:08,5223,13580,9998,22405,987,382025,,26619,932,85172,9088,3678,3561
2024-06-17 11:37:10,5223,13580,9998,22405,987,382025,,26619,932,85172,8759,3678,3561
2024-06-17 11:37:12,5223,12160,9998,22405,987,382025,,25774,932,85172,9376,3678,3561
2024-06-17 11:37:14,5078,12598,9998,22405,987,382025,,25596,900,85172,9376,3678,3561
2024-06-17 11:37:16,5078,12598,9998,21456,904,382025,,27155,913,80521,9376,3678,3371
2024-06-17 11:37:18,5078,12598,9998,21705,911,382025,,25241,913,80521,9376,3374,3371
2024-06-17 11:37:20,5078,12598,10239,21705,939,382025,,25241,913,77942,9376,3608,3455
2024-06-17 11:37:22,5078,12598,10239,21705,939,391854,,25241,913,83596,8346,3608,3455
2024-06-17 11:37:24,5078,13020,9092,21705,939,350017,,25241,913,83596,8615,3608,3455
2024-06-17 11:37:26,5200,13020,9401,21705,939,360924,,25241,913,83596,8615,3608,3455
2024-06-17 11:37:28,5200,13020,9401,21705,959,360924,,25241,913,79435,8930,3608,3455
2024-06-17 11:37:30,5026,13020,9401,21705,959,360924,,25856,871,79435,8930,3187,3455
2024-06-17 11:37:32,5026,11546,9401,21705,959,369893,,25856,842,79435,8930,3299,3241
2024-06-17 11:37:34,5026,11938,9401,20777,959,369893,,25856,906,79435,8930,3299,3241
2024-06-17 11:37:36,5026,11938,9834,20037,904,369893,,24290,906,79435,8930,3462,3381
2024-06-17 11:37:38,5026,11938,9834,21312,904,369893,,24290,906,77034,8930,3462,3381
2024-06-17 11:37:40,4691,12354,9834,21312,904,369893,,24290,906,76294,8438,3462,3381
2024-06-17 11:37:42,4836,12354,8603,21312,904,321442,,24813,808,76294,8717,3462,3381
2024-06-17 11:37:44,4836,12354,8892,21312,876,343562,,24813,835,76294,8717,3462,3381
2024-06-17 11:37:46,4836,12354,9186,21312,870,343562,,24813,835,76294,8717,3462,2996
2024-06-17 11:37:48,4836,12354,9186,20518,863,343562,,24813,835,76294,8717,3205,3016
2024-06-17 11:37:50,4836,11367,9186,20847,863,343562,,22498,869,76294,8154,3205,3122
2024-06-17 11:37:52,4836,11762,9186,20847,863,343562,,23251,869,76294,8154,3205,3248
2024-06-17 11:37:54,4836,11762,9186,20847,863,343562,,23251,869,76294,8154,3351,3248
2024-06-17 11:37:56,5027,12229,9186,20847,863,343562,,23989,869,70590,8154,3351,3248
2024-06-17 11:37:58,5027,12229,9186,20847,890,343562,,23989,869,79539,8507,3351,3248
2024-06-17 11:38:00,5027,12229,9071,21202,890,357898,,23989,876,79539,8507,3351,3248
2024-06-17 11:38:02,5027,12229,9575,21202,890,357898,,23989,876,79539,8507,3424,3248
2024-06-17 11:38:04,5027,12229,9904,21202,914,357898,,23989,876,79539,8507,3424,3248
2024-06-17 11:38:06,5027,12229,9904,21202,914,357898,,23989,913,79539,8820,3526,3531
2024-06-17 11:38:08,5027,12635,9904,20436,914,357898,,24774,913,79539,8820,3526,3531
2024-06-17 11:38:10,5239,13007,9904,21815,914,357898,,24774,913,79539,8820,3526,3531
2024-06-17 11:38:12,5409,13447,9904,21815,914,357898,,23982,913,79539,9194,3526,3531
2024-06-17 11:38:14,5409,13447,9904,22575,883,347433,,25787,940,83741,9194,3526,3531
2024-06-17 11:38:16,5409,13447,9904,22575,941,362671,,25787,940,87369,9633,3694,3531
2024-06-17 11:38:18,5409,13447,9564,22575,946,397450,,25787,968,87369,9633,3694,3531
2024-06-17 11:38:20,5409,13447,10917,22575,979,397450,,26768,968,87369,9633,3854,3531
2024-06-17 11:38:22,5507,13447,10917,22575,979,397450,,26768,968,87369,9633,3854,3470
2024-06-17 11:38:24,5703,13990,10917,22575,979,397450,,26768,1008,87369,9633,3854,3789
2024-06-17 11:38:26,5910,13990,10917,23396,979,397450,,26768,1008,87369,9633,3854,3914
2024-06-17 11:38:28,5910,14406,10917,24193,979,397450,,27709,1008,90342,9633,3854,3914
2024-06-17 11:38:30,5910,14406,10917,24193,979,397450,,27709,1008,94499,10044,4127,3914
2024-06-17 11:38:32,5910,14406,10917,24193,1019,424490,,27709,1008,94499,10463,4127,3914
2024-06-17 11:38:34,5910,14406,10917,24193,1019,424490,,27709,976,94499,10463,4127,3914
2024-06-17 11:38:36,5910,14406,10764,24475,1015,424490,,28363,1038,94499,10463,4127,3914
2024-06-17 11:38:38,5910,14406,12031,24475,1049,424490,,28363,1038,94499,10463,4127,3914
2024-06-17 11:38:40,5972,14994,12031,24475,1049,424490,,29028,1062,94499,10463,4127,3786
2024-06-17 11:38:42,6360,15454,12031,24475,1049,438834,,29028,1062,94499,10463,4127,4080
2024-06-17 11:38:44,6360,15454,12031,24987,1049,438834,,29028,1062,97781,10463,4304,4226
2024-06-17 11:38:46,6360,15454,12031,24987,1049,454101,,29028,1090,98383,10463,4304,4226
2024-06-17 11:38:48,6360,15454,12328,24987,1049,454101,,29845,1090,99066,11349,4455,4226
2024-06-17 11:38:50,6360,15454,12328,24987,1080,454101,,29845,1090,102518,11349,4455,4226
2024-06-17 11:38:52,6484,15454,12328,25470,1080,454101,,29845,1095,102518,11349,4455,4226
2024-06-17 11:38:54,6484,15454,12696,25470,1103,454101,,29845,1135,102518,11349,4455,4226
2024-06-17 11:38:56,6484,15986,12696,25470,1103,467871,,29845,1135,105177,11349,4455,4327
2024-06-17 11:38:58,6522,16552,12696,26211,1103,467871,,28761,1135,105177,11349,4455,4327
2024-06-17 11:39:00,6753,16552,12696,26211,1103,483094,,30986,1135,105177,11349,4455,4448
2024-06-17 11:39:02,6753,16552,12696,26211,1103,483094,,31680,1154,105177,11349,4590,4448
2024-06-17 11:39:04,6753,16552,12696,26211,1103,483094,,31680,1154,105177,12035,4590,4448
2024-06-17 11:39:06,6753,16552,12740,26211,1148,483094,,31680,1154,108573,12035,4743,4448
2024-06-17 11:39:08,6539,16552,13607,26211,1148,500437,,31680,1154,108573,12035,4743,4448
2024-06-17 11:39:10,6930,16552,13607,25271,1148,500437,,32262,1154,108573,12035,4743,4545
2024-06-17 11:39:12,6930,16019,13607,26788,1148,500437,,32262,1187,111391,12035,4743,4545
2024-06-17 11:39:14,6930,15909,13607,26788,1148,500437,,32262,1187,111391,12035,4873,4662
2024-06-17 11:39:16,7156,17485,13607,27407,1141,485454,,32262,1187,111391,12035,4873,4662
2024-06-17 11:39:18,7156,17485,13607,27407,1180,482118,,32271,1187,111391,12035,5008,4662
2024-06-17 11:39:20,7156,17485,13607,27407,1180,520071,,33356,1145,111391,12366,5008,4662
2024-06-17 11:39:22,7156,17485,13987,27407,1214,520071,,33356,1219,113835,12747,5008,4662
2024-06-17 11:39:24,7156,17485,13987,27407,1214,534740,,33356,1219,113835,12747,5008,4747
2024-06-17 11:39:26,7324,17826,13472,27407,1214,534740,,32276,1210,116383,12747,5178,4743
2024-06-17 11:39:28,7324,17896,14490,27969,1214,534740,,32053,1257,116383,12747,5178,4905
2024-06-17 11:39:30,7324,18497,14490,28355,1214,534740,,34548,1257,116383,12747,5178,4905
2024-06-17 11:39:32,7472,18497,14490,28355,1214,547361,,34548,1257,118873,13054,5178,4905
2024-06-17 11:39:34,7472,18497,14490,28355,1203,547361,,34548,1257,118873,13264,5178,4905
2024-06-17 11:39:36,7472,18497,14527,28355,1245,559964,,35288,1257,118873,13264,5000,4905
2024-06-17 11:39:38,7472,18497,14992,28355,1245,559964,,35288,1257,118873,13264,5340,4905
2024-06-17 11:39:40,7472,18497,14992,28704,1274,559964,,35957,1292,118873,13264,5340,5011
2024-06-17 11:39:42,7448,17911,15306,28704,1274,559964,,35957,1292,124916,13264,5340,5011
2024-06-17 11:39:44,7859,19015,15306,29229,1274,559964,,35957,1292,124916,13924,5369,5098
2024-06-17 11:39:46,7859,18967,15306,29229,1274,559964,,35957,1319,124916,13924,5551,5098
2024-06-17 11:39:48,7859,19608,15306,29229,1274,587521,,35957,1319,124916,13924,5551,5098
2024-06-17 11:39:50,7859,19608,15306,29229,1274,587521,,36838,1319,124916,13924,5551,5098
2024-06-17 11:39:52,7859,19608,15306,29229,1264,587521,,37598,1319,124916,13924,5551,5161
2024-06-17 11:39:54,7859,19608,15917,29664,1305,587521,,37598,1319,124916,13924,5551,5161
2024-06-17 11:39:56,7859,19608,15917,29664,1327,587521,,37598,1319,126350,13924,5346,5287
2024-06-17 11:39:58,7951,19947,15917,29664,1327,602834,,37598,1273,127227,14231,5718,5287
2024-06-17 11:40:00,8210,19947,15917,29664,1327,602834,,37598,1324,131537,14231,5718,5287
2024-06-17 11:40:02,8210,19947,15917,30083,1327,602834,,37598,1376,131537,14125,5664,5287
2024-06-17 11:40:04,8210,19700,15917,30083,1327,619679,,37306,1376,131537,14619,5879,5287
2024-06-17 11:40:06,8210,19837,15917,30083,1327,619679,,38689,1376,133436,14619,5879,5348
2024-06-17 11:40:08,8210,20481,16307,30083,1327,619679,,39623,1376,133436,14619,5879,5348
2024-06-17 11:40:10,8210,20802,16723,30083,1344,619679,,39623,1376,133436,14619,5879,5348
2024-06-17 11:40:12,8210,20802,16723,30619,1376,635104,,39623,1376,133436,14619,5995,5450
2024-06-17 11:40:14,7920,20802,16723,30619,1376,635104,,39623,1391,133436,14916,5995,5450
2024-06-17 11:40:16,8272,20802,16723,31010,1376,635104,,39623,1391,132508,14916,5995,5450
2024-06-17 11:40:18,8550,20802,16896,31010,1376,648906,,39623,1391,138684,14916,5995,5481
2024-06-17 11:40:20,8550,20802,16896,31010,1406,648906,,39623,1409,138684,15186,5995,5481
2024-06-17 11:40:22,8550,20802,16896,31010,1406,648906,,39623,1409,138684,15186,6090,5481
2024-06-17 11:40:24,8550,21595,16896,31010,1422,648906,,38052,1409,138684,15186,6090,5481
2024-06-17 11:40:26,8550,21595,16896,31332,1422,648906,,41783,1409,138684,15186,6090,5481
2024-06-17 11:40:28,8550,21595,17316,31332,1422,643230,,41783,1409,138684,15433,5892,5579
2024-06-17 11:40:30,8550,21595,17316,31332,1422,658682,,41783,1363,138684,15433,6211,5579
2024-06-17 11:40:32,8272,21595,17316,31332,1422,679531,,41783,1372,138684,15433,6337,5608
2024-06-17 11:40:34,8338,21761,16806,31749,1422,679531,,41783,1442,136570,15355,6337,5608
2024-06-17 11:40:36,8736,21761,16691,31749,1443,679531,,41783,1442,135627,15854,6337,5608
2024-06-17 11:40:38,8736,21761,17565,32049,1443,679531,,42227,1442,144331,15854,6337,5608
2024-06-17 11:40:40,8736,22294,17565,32049,1443,679531,,42227,1442,144331,15854,6337,5608
2024-06-17 11:40:42,8736,22294,17565,32049,1390,679531,,42956,1442,144331,15854,6337,5694
2024-06-17 11:40:44,8873,22294,17989,32049,1443,679531,,42956,1439,144331,15854,6337,5694
2024-06-17 11:40:46,8873,22294,17989,32049,1443,673940,,42956,1489,144331,15648,6496,5694
2024-06-17 11:40:48,8873,21698,17989,32049,1443,668990,,42956,1489,142956,15648,6370,5548
2024-06-17 11:40:50,8573,21698,17381,30332,1471,692009,,42956,1439,148129,15648,6370,5548
2024-06-17 11:40:52,8573,21698,17381,31449,1471,692009,,41616,1438,143747,15465,6370,5548
2024-06-17 11:40:54,8573,21698,17750,31449,1426,692009,,42280,1438,142760,16048,6370,5610
2024-06-17 11:40:56,8573,21996,17750,31449,1426,692009,,42280,1438,139761,15508,6370,5610
2024-06-17 11:40:58,8445,21298,17750,31449,1426,692009,,42280,1438,139761,15508,6370,5610
2024-06-17 11:41:00,8715,21298,17750,31449,1446,692009,,42280,1438,139761,15508,6121,5428
2024-06-17 11:41:02,8715,21298,17750,31449,1446,660634,,42280,1457,139761,15508,6121,5428
2024-06-17 11:41:04,8360,21298,16994,31449,1412,660634,,40957,1410,139761,15508,6184,5320
2024-06-17 11:41:06,8360,21298,16994,30242,1412,671684,,40957,1410,141491,15508,6184,5357
2024-06-17 11:41:08,8360,21298,16994,30242,1412,671684,,41638,1410,141491,15042,6184,5522
2024-06-17 11:41:10,8360,21597,17101,30403,1412,671684,,41638,1410,136296,15042,6184,5522
2024-06-17 11:41:12,8360,21597,17101,30403,1412,671684,,41638,1410,136296,15248,6184,5522
2024-06-17 11:41:14,8360,20935,17101,30403,1429,671684,,41638,1378,136296,15248,6265,5522
2024-06-17 11:41:16,8177,20653,17101,30403,1396,645668,,41638,1378,136296,15248,6265,5314
2024-06-17 11:41:18,8432,20653,17101,30403,1396,645668,,40534,1395,137566,15248,5980,5314
2024-06-17 11:41:20,8432,20653,16586,30558,1396,645668,,40534,1395,137566,15248,5980,5314
2024-06-17 11:41:22,8127,20653,16586,29864,1396,635815,,40534,1395,134146,14808,5980,5314
2024-06-17 11:41:24,8055,20653,16586,29864,1396,655557,,39622,1395,134146,14808,5980,5350
2024-06-17 11:41:26,8055,20448,16586,29864,1369,655557,,39896,1395,134146,14986,6047,5350
2024-06-17 11:41:28,8055,20448,16586,29864,1369,655557,,41206,1359,134146,14986,6047,5350
2024-06-17 11:41:30,8055,20448,16586,29864,1384,638324,,41206,1359,135071,14986,6047,5350
2024-06-17 11:41:32,8055,20448,16586,29126,1384,638324,,41206,1369,135071,14986,5884,5192
2024-06-17 11:41:34,8118,20448,16586,29652,1384,638324,,40168,1369,132425,14986,5884,5192
2024-06-17 11:41:36,8118,20448,16586,29652,1384,638324,,40168,1369,132425,14986,5884,5223
2024-06-17 11:41:38,7951,20448,15645,29652,1384,638324,,40168,1369,132425,14528,5884,5223
2024-06-17 11:41:40,7951,20448,16041,29652,1384,645753,,40168,1369,133286,14558,5884,5223
2024-06-17 11:41:42,7951,19965,16041,29652,1338,632561,,40168,1344,133286,14666,5731,5223
2024-06-17 11:41:44,7951,20053,16041,29414,1353,632561,,40486,1344,133286,14666,5933,5163
2024-06-17 11:41:46,7951,20053,16041,29414,1353,632561,,39826,1344,133286,14666,5933,4993
2024-06-17 11:41:48,7940,20053,16041,29414,1353,632561,,39826,1344,133286,14666,5791,5028
2024-06-17 11:41:50,7940,20053,16041,29538,1353,632561,,39826,1344,133286,14666,5791,5186
2024-06-17 11:41:52,7940,20053,15783,29538,1353,632561,,39826,1344,129118,13996,5791,5186
2024-06-17 11:41:54,7809,20053,15783,29538,1353,636538,,39826,1344,130767,14093,5791,5186
2024-06-17 11:41:56,7809,20086,15799,29538,1353,636538,,38679,1328,130767,14562,5791,5186
2024-06-17 11:41:58,7809,20086,15799,29538,1341,614227,,38947,1334,130767,14562,5791,5186
2024-06-17 11:42:00,7797,19481,15799,28515,1349,620900,,39700,1334,130767,14562,5791,5014
2024-06-17 11:42:02,7797,19348,15799,29233,1349,620900,,39700,1334,130767,14562,5740,4979
2024-06-17 11:42:04,7797,19770,15799,29233,1349,620900,,39700,1334,126485,14562,5740,5112
2024-06-17 11:42:06,7797,19770,15813,29309,1349,623314,,39700,1334,129293,14562,5740,5117
2024-06-17 11:42:08,7713,19734,15269,29309,1349,623314,,39700,1334,129293,14562,5740,5117
2024-06-17 11:42:10,7713,19734,15612,29309,1349,623314,,39700,1334,129293,14357,5740,5117
2024-06-17 11:42:12,7713,19734,15612,29309,1335,623314,,39325,1334,129293,14354,5740,5117
2024-06-17 11:42:14,7703,19734,15612,29188,1335,623314,,39325,1323,129293,14354,5695,5098
2024-06-17 11:42:16,7703,19734,15612,29188,1332,613592,,39415,1275,129293,14354,5695,5098
2024-06-17 11:42:18,7703,19551,15612,28060,1332,613592,,39415,1317,128077,14354,5695,5098
2024-06-17 11:42:20,7660,19551,15518,28255,1332,613592,,39415,1317,128077,14354,5680,5060
2024-06-17 11:42:22,7660,19551,15518,29216,1332,613868,,39415,1317,124146,14354,5680,5060
2024-06-17 11:42:24,7660,19533,15518,29216,1331,613868,,38999,1317,128174,14354,5680,5060
2024-06-17 11:42:26,7643,19533,15518,29216,1331,613868,,38999,1322,128174,13872,5618,5060
2024-06-17 11:42:28,7643,19533,15518,29076,1287,613868,,38999,1322,128174,14180,5618,5041
2024-06-17 11:42:30,7643,19533,15518,29076,1296,613868,,39083,1322,128174,14180,5618,5041
2024-06-17 11:42:32,7643,19533,15518,29076,1336,607640,,39083,1322,128174,14180,5618,5041
2024-06-17 11:42:34,7598,18875,15518,29076,1336,607640,,39083,1315,127336,14180,5618,5041
2024-06-17 11:42:36,7598,19435,15506,29076,1336,607640,,39083,1322,127336,14180,5437,5023
2024-06-17 11:42:38,7598,19435,15506,29112,1335,607640,,38778,1322,127336,14180,5595,5023
2024-06-17 11:42:40,7551,19398,15506,28995,1335,607640,,38778,1322,122386,14180,5595,5023
2024-06-17 11:42:42,7551,19398,15506,28995,1335,605198,,38780,1322,126817,14138,5595,5023
2024-06-17 11:42:44,7551,19398,15506,28995,1335,605127,,38780,1322,126817,14120,5595,4860
2024-06-17 11:42:46,7551,19398,15357,28995,1335,605127,,38780,1317,126817,14120,5595,5036
2024-06-17 11:42:48,7575,19398,15357,28995,1324,605127,,38780,1317,126817,14120,5595,5036
2024-06-17 11:42:50,7575,19398,15357,27710,1324,605127,,38780,1304,123093,14120,5596,5036
2024-06-17 11:42:52,7575,18792,14857,27903,1324,605127,,38661,1304,122248,14120,5596,4997
2024-06-17 11:42:54,7575,18663,15377,28052,1322,603991,,38661,1304,126905,14177,5578,4997
2024-06-17 11:42:56,7487,19319,15377,28830,1322,603991,,37233,1304,126905,14177,5578,4997
2024-06-17 11:42:58,7487,19319,15377,28830,1280,603991,,38494,1304,121973,14065,5578,4997
2024-06-17 11:43:00,7487,19319,15377,28830,1319,578300,,38494,1311,125763,14065,5578,4997
2024-06-17 11:43:02,7487,19319,14684,28830,1319,597331,,38494,1311,125763,14065,5578,4825
2024-06-17 11:43:04,7526,19319,15176,28830,1319,597331,,38494,1311,126067,14065,5578,5067
2024-06-17 11:43:06,7526,19352,15176,28830,1323,597331,,38494,1296,126067,14065,5524,4830
2024-06-17 11:43:08,7526,19114,15176,28830,1323,597331,,37337,1296,126067,14065,5524,4987
2024-06-17 11:43:10,7411,19114,14712,28588,1323,576125,,37080,1296,126067,14119,5524,4987
2024-06-17 11:43:12,7411,19114,15352,27673,1323,598889,,38576,1296,126067,13512,5524,4987
2024-06-17 11:43:14,7411,19114,15352,28623,1323,598889,,38215,1296,126067,13975,5524,4987
2024-06-17 11:43:16,7411,19114,15352,28623,1264,598889,,38215,1257,124726,13975,5524,5003
2024-06-17 11:43:18,7411,19114,15352,28623,1302,593412,,38215,1298,124726,13975,5524,5003
2024-06-17 11:43:20,7493,19114,14566,28623,1310,593412,,38215,1298,121066,13975,5524,5003
2024-06-17 11:43:22,7493,19114,15087,28623,1310,593412,,38215,1298,120234,14035,5524,5003
2024-06-17 11:43:24,7493,17582,15087,28623,1310,593412,,38215,1298,125848,14035,5524,4765
2024-06-17 11:43:26,7393,19132,15087,28497,1310,593412,,38215,1298,125848,14035,5524,4945
2024-06-17 11:43:28,7393,19132,14623,28572,1310,597962,,36647,1298,124112,14035,5524,4945
2024-06-17 11:43:30,7393,19132,14523,28572,1310,597962,,37814,1298,124112,13322,5260,4945
2024-06-17 11:43:32,7393,19132,15102,28572,1248,590663,,37814,1298,124112,13759,5443,4945
2024-06-17 11:43:34,7489,19132,15102,28572,1263,590663,,37814,1298,125404,13933,5513,4945
2024-06-17 11:43:36,7489,19132,15102,28266,1300,590663,,37814,1290,125404,13933,5513,4945
2024-06-17 11:43:38,7489,19373,14903,28266,1300,590663,,37814,1290,125404,13933,5513,4945
